"TimeGenerated [Local Time]",MetricName,Total
"25/7/2022, 1:59:00.000 pm",ServiceApiResult,22
"25/7/2022, 1:59:00.000 pm",Availability,22
"25/7/2022, 1:59:00.000 pm",Availability,24
"25/7/2022, 1:59:00.000 pm",ServiceApiResult,24
"25/7/2022, 1:59:00.000 pm",ServiceApiLatency,2433
"25/7/2022, 2:01:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:01:00.000 pm",ServiceApiLatency,1551
"25/7/2022, 2:01:00.000 pm",Availability,185
"25/7/2022, 2:01:00.000 pm",ServiceApiResult,185
"25/7/2022, 2:01:00.000 pm",ServiceApiLatency,3828
"25/7/2022, 2:01:00.000 pm",ServiceApiHit,185
"25/7/2022, 2:01:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:01:00.000 pm",Availability,22
"25/7/2022, 2:02:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:02:00.000 pm",ServiceApiResult,173
"25/7/2022, 2:02:00.000 pm",ServiceApiLatency,2689
"25/7/2022, 2:02:00.000 pm",ServiceApiHit,173
"25/7/2022, 2:02:00.000 pm",ServiceApiLatency,766
"25/7/2022, 2:02:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:02:00.000 pm",Availability,11
"25/7/2022, 2:02:00.000 pm",Availability,173
"25/7/2022, 2:03:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:03:00.000 pm",ServiceApiLatency,1327
"25/7/2022, 2:03:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:03:00.000 pm",Availability,22
"25/7/2022, 2:03:00.000 pm",ServiceApiResult,51
"25/7/2022, 2:03:00.000 pm",ServiceApiHit,51
"25/7/2022, 2:03:00.000 pm",ServiceApiLatency,2878
"25/7/2022, 2:03:00.000 pm",Availability,51
"25/7/2022, 2:04:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:04:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:04:00.000 pm",Availability,11
"25/7/2022, 2:04:00.000 pm",ServiceApiLatency,639
"25/7/2022, 2:04:00.000 pm",Availability,12
"25/7/2022, 2:04:00.000 pm",ServiceApiResult,12
"25/7/2022, 2:04:00.000 pm",ServiceApiLatency,1140
"25/7/2022, 2:04:00.000 pm",ServiceApiHit,12
"25/7/2022, 2:05:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:05:00.000 pm",ServiceApiLatency,1277
"25/7/2022, 2:05:00.000 pm",ServiceApiHit,28
"25/7/2022, 2:05:00.000 pm",ServiceApiLatency,2373
"25/7/2022, 2:05:00.000 pm",ServiceApiResult,28
"25/7/2022, 2:05:00.000 pm",Availability,28
"25/7/2022, 2:05:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:05:00.000 pm",Availability,22
"25/7/2022, 2:06:00.000 pm",ServiceApiLatency,599
"25/7/2022, 2:06:00.000 pm",Availability,11
"25/7/2022, 2:06:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:06:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:06:00.000 pm",ServiceApiHit,34
"25/7/2022, 2:06:00.000 pm",ServiceApiLatency,1470
"25/7/2022, 2:06:00.000 pm",ServiceApiResult,34
"25/7/2022, 2:06:00.000 pm",Availability,34
"25/7/2022, 2:07:00.000 pm",ServiceApiHit,71
"25/7/2022, 2:07:00.000 pm",Availability,71
"25/7/2022, 2:07:00.000 pm",Availability,48
"25/7/2022, 2:07:00.000 pm",ServiceApiResult,48
"25/7/2022, 2:07:00.000 pm",ServiceApiLatency,2687
"25/7/2022, 2:07:00.000 pm",ServiceApiHit,48
"25/7/2022, 2:07:00.000 pm",ServiceApiResult,71
"25/7/2022, 2:07:00.000 pm",ServiceApiLatency,2101
"25/7/2022, 2:08:00.000 pm",ServiceApiLatency,159
"25/7/2022, 2:08:00.000 pm",ServiceApiResult,2
"25/7/2022, 2:08:00.000 pm",ServiceApiHit,2
"25/7/2022, 2:08:00.000 pm",Availability,2
"25/7/2022, 2:08:00.000 pm",ServiceApiHit,14
"25/7/2022, 2:08:00.000 pm",ServiceApiLatency,156
"25/7/2022, 2:08:00.000 pm",ServiceApiResult,14
"25/7/2022, 2:08:00.000 pm",Availability,14
"25/7/2022, 2:09:00.000 pm",Availability,20
"25/7/2022, 2:09:00.000 pm",ServiceApiHit,207
"25/7/2022, 2:09:00.000 pm",ServiceApiLatency,3948
"25/7/2022, 2:09:00.000 pm",ServiceApiResult,207
"25/7/2022, 2:09:00.000 pm",Availability,207
"25/7/2022, 2:09:00.000 pm",ServiceApiResult,20
"25/7/2022, 2:09:00.000 pm",ServiceApiLatency,1127
"25/7/2022, 2:09:00.000 pm",ServiceApiHit,20
"25/7/2022, 2:10:00.000 pm",ServiceApiHit,193
"25/7/2022, 2:10:00.000 pm",ServiceApiLatency,2856
"25/7/2022, 2:10:00.000 pm",ServiceApiResult,193
"25/7/2022, 2:10:00.000 pm",Availability,193
"25/7/2022, 2:10:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:10:00.000 pm",ServiceApiLatency,723
"25/7/2022, 2:10:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:10:00.000 pm",Availability,11
"25/7/2022, 2:11:00.000 pm",ServiceApiHit,100
"25/7/2022, 2:11:00.000 pm",ServiceApiLatency,3391
"25/7/2022, 2:11:00.000 pm",ServiceApiResult,100
"25/7/2022, 2:11:00.000 pm",Availability,100
"25/7/2022, 2:11:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:11:00.000 pm",ServiceApiLatency,1369
"25/7/2022, 2:11:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:11:00.000 pm",Availability,22
"25/7/2022, 2:12:00.000 pm",Availability,11
"25/7/2022, 2:12:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:12:00.000 pm",ServiceApiLatency,763
"25/7/2022, 2:12:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:12:00.000 pm",ServiceApiHit,167
"25/7/2022, 2:12:00.000 pm",ServiceApiLatency,2713
"25/7/2022, 2:12:00.000 pm",ServiceApiResult,167
"25/7/2022, 2:12:00.000 pm",Availability,167
"25/7/2022, 2:13:00.000 pm",ServiceApiHit,194
"25/7/2022, 2:13:00.000 pm",Availability,22
"25/7/2022, 2:13:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:13:00.000 pm",ServiceApiLatency,1299
"25/7/2022, 2:13:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:13:00.000 pm",Availability,194
"25/7/2022, 2:13:00.000 pm",ServiceApiResult,194
"25/7/2022, 2:13:00.000 pm",ServiceApiLatency,4020
"25/7/2022, 2:14:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:14:00.000 pm",ServiceApiLatency,636
"25/7/2022, 2:14:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:14:00.000 pm",Availability,11
"25/7/2022, 2:14:00.000 pm",Availability,112
"25/7/2022, 2:14:00.000 pm",ServiceApiResult,112
"25/7/2022, 2:14:00.000 pm",ServiceApiLatency,2171
"25/7/2022, 2:14:00.000 pm",ServiceApiHit,112
"25/7/2022, 2:15:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:15:00.000 pm",Availability,22
"25/7/2022, 2:15:00.000 pm",ServiceApiLatency,1416
"25/7/2022, 2:15:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:15:00.000 pm",ServiceApiHit,46
"25/7/2022, 2:15:00.000 pm",ServiceApiLatency,2732
"25/7/2022, 2:15:00.000 pm",ServiceApiResult,46
"25/7/2022, 2:15:00.000 pm",Availability,46
"25/7/2022, 2:16:00.000 pm",ServiceApiHit,17
"25/7/2022, 2:16:00.000 pm",ServiceApiLatency,208
"25/7/2022, 2:16:00.000 pm",ServiceApiResult,17
"25/7/2022, 2:16:00.000 pm",Availability,17
"25/7/2022, 2:16:00.000 pm",ServiceApiLatency,462
"25/7/2022, 2:16:00.000 pm",ServiceApiHit,7
"25/7/2022, 2:16:00.000 pm",Availability,7
"25/7/2022, 2:16:00.000 pm",ServiceApiResult,7
"25/7/2022, 2:17:00.000 pm",Availability,41
"25/7/2022, 2:17:00.000 pm",ServiceApiResult,41
"25/7/2022, 2:17:00.000 pm",ServiceApiLatency,2520
"25/7/2022, 2:17:00.000 pm",ServiceApiHit,41
"25/7/2022, 2:17:00.000 pm",ServiceApiHit,15
"25/7/2022, 2:17:00.000 pm",ServiceApiLatency,748
"25/7/2022, 2:17:00.000 pm",ServiceApiResult,15
"25/7/2022, 2:17:00.000 pm",Availability,15
"25/7/2022, 2:18:00.000 pm",ServiceApiLatency,630
"25/7/2022, 2:18:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:18:00.000 pm",Availability,11
"25/7/2022, 2:18:00.000 pm",Availability,34
"25/7/2022, 2:18:00.000 pm",ServiceApiResult,34
"25/7/2022, 2:18:00.000 pm",ServiceApiLatency,1488
"25/7/2022, 2:18:00.000 pm",ServiceApiHit,34
"25/7/2022, 2:18:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:19:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:19:00.000 pm",ServiceApiLatency,1246
"25/7/2022, 2:19:00.000 pm",Availability,47
"25/7/2022, 2:19:00.000 pm",Availability,22
"25/7/2022, 2:19:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:19:00.000 pm",ServiceApiHit,47
"25/7/2022, 2:19:00.000 pm",ServiceApiLatency,2618
"25/7/2022, 2:19:00.000 pm",ServiceApiResult,47
"25/7/2022, 2:20:00.000 pm",Availability,11
"25/7/2022, 2:20:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:20:00.000 pm",ServiceApiLatency,649
"25/7/2022, 2:20:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:20:00.000 pm",Availability,27
"25/7/2022, 2:20:00.000 pm",ServiceApiResult,27
"25/7/2022, 2:20:00.000 pm",ServiceApiLatency,1459
"25/7/2022, 2:20:00.000 pm",ServiceApiHit,27
"25/7/2022, 2:21:00.000 pm",ServiceApiLatency,2809
"25/7/2022, 2:21:00.000 pm",ServiceApiLatency,1343
"25/7/2022, 2:21:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:21:00.000 pm",Availability,43
"25/7/2022, 2:21:00.000 pm",ServiceApiResult,43
"25/7/2022, 2:21:00.000 pm",ServiceApiHit,43
"25/7/2022, 2:21:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:21:00.000 pm",Availability,22
"25/7/2022, 2:22:00.000 pm",ServiceApiHit,34
"25/7/2022, 2:22:00.000 pm",ServiceApiLatency,1642
"25/7/2022, 2:22:00.000 pm",ServiceApiResult,34
"25/7/2022, 2:22:00.000 pm",Availability,34
"25/7/2022, 2:22:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:22:00.000 pm",ServiceApiLatency,637
"25/7/2022, 2:22:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:22:00.000 pm",Availability,11
"25/7/2022, 2:23:00.000 pm",Availability,46
"25/7/2022, 2:23:00.000 pm",ServiceApiResult,46
"25/7/2022, 2:23:00.000 pm",ServiceApiLatency,3001
"25/7/2022, 2:23:00.000 pm",ServiceApiHit,46
"25/7/2022, 2:23:00.000 pm",Availability,22
"25/7/2022, 2:23:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:23:00.000 pm",ServiceApiLatency,1254
"25/7/2022, 2:23:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:24:00.000 pm",ServiceApiLatency,9
"25/7/2022, 2:24:00.000 pm",ServiceApiHit,1
"25/7/2022, 2:24:00.000 pm",Availability,1
"25/7/2022, 2:24:00.000 pm",ServiceApiResult,1
"25/7/2022, 2:25:00.000 pm",ServiceApiHit,41
"25/7/2022, 2:25:00.000 pm",ServiceApiLatency,2827
"25/7/2022, 2:25:00.000 pm",Availability,22
"25/7/2022, 2:25:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:25:00.000 pm",ServiceApiLatency,1391
"25/7/2022, 2:25:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:25:00.000 pm",ServiceApiResult,41
"25/7/2022, 2:25:00.000 pm",Availability,41
"25/7/2022, 2:26:00.000 pm",ServiceApiHit,34
"25/7/2022, 2:26:00.000 pm",ServiceApiLatency,714
"25/7/2022, 2:26:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:26:00.000 pm",Availability,11
"25/7/2022, 2:26:00.000 pm",Availability,34
"25/7/2022, 2:26:00.000 pm",ServiceApiLatency,1581
"25/7/2022, 2:26:00.000 pm",ServiceApiResult,34
"25/7/2022, 2:26:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:27:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:27:00.000 pm",ServiceApiLatency,1314
"25/7/2022, 2:27:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:27:00.000 pm",Availability,22
"25/7/2022, 2:27:00.000 pm",ServiceApiLatency,2825
"25/7/2022, 2:27:00.000 pm",ServiceApiResult,47
"25/7/2022, 2:27:00.000 pm",ServiceApiHit,47
"25/7/2022, 2:27:00.000 pm",Availability,47
"25/7/2022, 2:28:00.000 pm",Availability,24
"25/7/2022, 2:28:00.000 pm",ServiceApiResult,24
"25/7/2022, 2:28:00.000 pm",ServiceApiHit,24
"25/7/2022, 2:28:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:28:00.000 pm",ServiceApiLatency,743
"25/7/2022, 2:28:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:28:00.000 pm",Availability,11
"25/7/2022, 2:28:00.000 pm",ServiceApiLatency,1373
"25/7/2022, 2:29:00.000 pm",ServiceApiLatency,2668
"25/7/2022, 2:29:00.000 pm",ServiceApiResult,46
"25/7/2022, 2:29:00.000 pm",Availability,46
"25/7/2022, 2:29:00.000 pm",ServiceApiHit,46
"25/7/2022, 2:29:00.000 pm",Availability,22
"25/7/2022, 2:29:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:29:00.000 pm",ServiceApiLatency,1515
"25/7/2022, 2:29:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:30:00.000 pm",Availability,28
"25/7/2022, 2:30:00.000 pm",ServiceApiResult,28
"25/7/2022, 2:30:00.000 pm",ServiceApiLatency,1517
"25/7/2022, 2:30:00.000 pm",ServiceApiHit,28
"25/7/2022, 2:30:00.000 pm",Availability,11
"25/7/2022, 2:30:00.000 pm",ServiceApiResult,11
"25/7/2022, 2:30:00.000 pm",ServiceApiLatency,681
"25/7/2022, 2:30:00.000 pm",ServiceApiHit,11
"25/7/2022, 2:31:00.000 pm",ServiceApiLatency,2923
"25/7/2022, 2:31:00.000 pm",ServiceApiResult,47
"25/7/2022, 2:31:00.000 pm",Availability,47
"25/7/2022, 2:31:00.000 pm",ServiceApiHit,47
"25/7/2022, 2:31:00.000 pm",Availability,22
"25/7/2022, 2:31:00.000 pm",ServiceApiResult,22
"25/7/2022, 2:31:00.000 pm",ServiceApiLatency,1343
"25/7/2022, 2:31:00.000 pm",ServiceApiHit,22
"25/7/2022, 2:32:00.000 pm",Availability,23
"25/7/2022, 2:32:00.000 pm",ServiceApiResult,23
"25/7/2022, 2:32:00.000 pm",ServiceApiLatency,283
"25/7/2022, 2:32:00.000 pm",ServiceApiHit,23
"25/7/2022, 2:32:00.000 pm",Availability,51
"25/7/2022, 2:32:00.000 pm",ServiceApiResult,51
"25/7/2022, 2:32:00.000 pm",ServiceApiLatency,1029
"25/7/2022, 2:32:00.000 pm",ServiceApiHit,51
"25/7/2022, 3:00:00.000 pm",Availability,11
"25/7/2022, 3:00:00.000 pm",ServiceApiResult,105
"25/7/2022, 3:00:00.000 pm",Availability,105
"25/7/2022, 3:00:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:00:00.000 pm",ServiceApiLatency,642
"25/7/2022, 3:00:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:00:00.000 pm",ServiceApiLatency,2075
"25/7/2022, 3:00:00.000 pm",ServiceApiHit,105
"25/7/2022, 3:01:00.000 pm",ServiceApiLatency,2749
"25/7/2022, 3:01:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:01:00.000 pm",ServiceApiLatency,1258
"25/7/2022, 3:01:00.000 pm",ServiceApiHit,47
"25/7/2022, 3:01:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:01:00.000 pm",Availability,22
"25/7/2022, 3:01:00.000 pm",Availability,47
"25/7/2022, 3:01:00.000 pm",ServiceApiResult,47
"25/7/2022, 3:02:00.000 pm",ServiceApiHit,43
"25/7/2022, 3:02:00.000 pm",Availability,43
"25/7/2022, 3:02:00.000 pm",ServiceApiResult,43
"25/7/2022, 3:02:00.000 pm",ServiceApiLatency,544
"25/7/2022, 3:03:00.000 pm",ServiceApiHit,31
"25/7/2022, 3:03:00.000 pm",ServiceApiLatency,2297
"25/7/2022, 3:03:00.000 pm",ServiceApiResult,31
"25/7/2022, 3:03:00.000 pm",Availability,31
"25/7/2022, 3:03:00.000 pm",Availability,22
"25/7/2022, 3:03:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:03:00.000 pm",ServiceApiLatency,1319
"25/7/2022, 3:03:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:04:00.000 pm",ServiceApiHit,224
"25/7/2022, 3:04:00.000 pm",ServiceApiLatency,3390
"25/7/2022, 3:04:00.000 pm",ServiceApiResult,224
"25/7/2022, 3:04:00.000 pm",Availability,224
"25/7/2022, 3:04:00.000 pm",Availability,11
"25/7/2022, 3:04:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:04:00.000 pm",ServiceApiLatency,910
"25/7/2022, 3:04:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:05:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:05:00.000 pm",ServiceApiLatency,1320
"25/7/2022, 3:05:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:05:00.000 pm",Availability,22
"25/7/2022, 3:05:00.000 pm",Availability,381
"25/7/2022, 3:05:00.000 pm",ServiceApiResult,381
"25/7/2022, 3:05:00.000 pm",ServiceApiLatency,5709
"25/7/2022, 3:05:00.000 pm",ServiceApiHit,381
"25/7/2022, 3:06:00.000 pm",Availability,107
"25/7/2022, 3:06:00.000 pm",ServiceApiResult,107
"25/7/2022, 3:06:00.000 pm",ServiceApiLatency,2113
"25/7/2022, 3:06:00.000 pm",ServiceApiHit,107
"25/7/2022, 3:06:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:06:00.000 pm",ServiceApiLatency,613
"25/7/2022, 3:06:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:06:00.000 pm",Availability,11
"25/7/2022, 3:07:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:07:00.000 pm",ServiceApiLatency,1290
"25/7/2022, 3:07:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:07:00.000 pm",Availability,22
"25/7/2022, 3:07:00.000 pm",ServiceApiHit,40
"25/7/2022, 3:07:00.000 pm",ServiceApiLatency,3012
"25/7/2022, 3:07:00.000 pm",ServiceApiResult,40
"25/7/2022, 3:07:00.000 pm",Availability,40
"25/7/2022, 3:08:00.000 pm",Availability,11
"25/7/2022, 3:08:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:08:00.000 pm",ServiceApiLatency,629
"25/7/2022, 3:08:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:08:00.000 pm",ServiceApiHit,34
"25/7/2022, 3:08:00.000 pm",ServiceApiLatency,1482
"25/7/2022, 3:08:00.000 pm",ServiceApiResult,34
"25/7/2022, 3:08:00.000 pm",Availability,34
"25/7/2022, 3:09:00.000 pm",Availability,18
"25/7/2022, 3:09:00.000 pm",ServiceApiResult,18
"25/7/2022, 3:09:00.000 pm",ServiceApiLatency,2051
"25/7/2022, 3:09:00.000 pm",ServiceApiHit,18
"25/7/2022, 3:09:00.000 pm",Availability,22
"25/7/2022, 3:09:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:09:00.000 pm",ServiceApiLatency,1791
"25/7/2022, 3:09:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:10:00.000 pm",Availability,6
"25/7/2022, 3:10:00.000 pm",ServiceApiResult,6
"25/7/2022, 3:10:00.000 pm",ServiceApiLatency,425
"25/7/2022, 3:10:00.000 pm",ServiceApiHit,6
"25/7/2022, 3:11:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:11:00.000 pm",ServiceApiLatency,1332
"25/7/2022, 3:11:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:11:00.000 pm",Availability,22
"25/7/2022, 3:11:00.000 pm",ServiceApiHit,34
"25/7/2022, 3:11:00.000 pm",ServiceApiLatency,2593
"25/7/2022, 3:11:00.000 pm",ServiceApiResult,34
"25/7/2022, 3:11:00.000 pm",Availability,34
"25/7/2022, 3:12:00.000 pm",Availability,12
"25/7/2022, 3:12:00.000 pm",ServiceApiResult,12
"25/7/2022, 3:12:00.000 pm",ServiceApiLatency,1516
"25/7/2022, 3:12:00.000 pm",ServiceApiHit,12
"25/7/2022, 3:12:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:12:00.000 pm",ServiceApiLatency,623
"25/7/2022, 3:12:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:12:00.000 pm",Availability,11
"25/7/2022, 3:13:00.000 pm",ServiceApiLatency,2448
"25/7/2022, 3:13:00.000 pm",ServiceApiHit,24
"25/7/2022, 3:13:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:13:00.000 pm",ServiceApiLatency,1286
"25/7/2022, 3:13:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:13:00.000 pm",Availability,22
"25/7/2022, 3:13:00.000 pm",ServiceApiResult,24
"25/7/2022, 3:13:00.000 pm",Availability,24
"25/7/2022, 3:14:00.000 pm",Availability,11
"25/7/2022, 3:14:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:14:00.000 pm",ServiceApiLatency,635
"25/7/2022, 3:14:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:14:00.000 pm",Availability,12
"25/7/2022, 3:14:00.000 pm",ServiceApiResult,12
"25/7/2022, 3:14:00.000 pm",ServiceApiLatency,1397
"25/7/2022, 3:14:00.000 pm",ServiceApiHit,12
"25/7/2022, 3:15:00.000 pm",ServiceApiHit,24
"25/7/2022, 3:15:00.000 pm",ServiceApiLatency,2397
"25/7/2022, 3:15:00.000 pm",Availability,24
"25/7/2022, 3:15:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:15:00.000 pm",ServiceApiLatency,1215
"25/7/2022, 3:15:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:15:00.000 pm",Availability,22
"25/7/2022, 3:15:00.000 pm",ServiceApiResult,24
"25/7/2022, 3:16:00.000 pm",Availability,12
"25/7/2022, 3:16:00.000 pm",ServiceApiHit,12
"25/7/2022, 3:16:00.000 pm",ServiceApiLatency,1145
"25/7/2022, 3:16:00.000 pm",ServiceApiResult,12
"25/7/2022, 3:16:00.000 pm",Availability,11
"25/7/2022, 3:16:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:16:00.000 pm",ServiceApiLatency,648
"25/7/2022, 3:16:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:17:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:17:00.000 pm",ServiceApiLatency,1217
"25/7/2022, 3:17:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:17:00.000 pm",Availability,22
"25/7/2022, 3:17:00.000 pm",Availability,24
"25/7/2022, 3:17:00.000 pm",ServiceApiResult,24
"25/7/2022, 3:17:00.000 pm",ServiceApiLatency,2340
"25/7/2022, 3:17:00.000 pm",ServiceApiHit,24
"25/7/2022, 3:19:00.000 pm",Availability,24
"25/7/2022, 3:19:00.000 pm",ServiceApiResult,24
"25/7/2022, 3:19:00.000 pm",ServiceApiLatency,2293
"25/7/2022, 3:19:00.000 pm",Availability,22
"25/7/2022, 3:19:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:19:00.000 pm",ServiceApiLatency,1209
"25/7/2022, 3:19:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:19:00.000 pm",ServiceApiHit,24
"25/7/2022, 3:20:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:20:00.000 pm",ServiceApiLatency,637
"25/7/2022, 3:20:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:20:00.000 pm",ServiceApiHit,12
"25/7/2022, 3:20:00.000 pm",ServiceApiLatency,1216
"25/7/2022, 3:20:00.000 pm",ServiceApiResult,12
"25/7/2022, 3:20:00.000 pm",Availability,12
"25/7/2022, 3:20:00.000 pm",Availability,11
"25/7/2022, 3:21:00.000 pm",Availability,22
"25/7/2022, 3:21:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:21:00.000 pm",ServiceApiLatency,1294
"25/7/2022, 3:21:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:21:00.000 pm",Availability,28
"25/7/2022, 3:21:00.000 pm",ServiceApiResult,28
"25/7/2022, 3:21:00.000 pm",ServiceApiLatency,2560
"25/7/2022, 3:21:00.000 pm",ServiceApiHit,28
"25/7/2022, 3:22:00.000 pm",ServiceApiHit,11
"25/7/2022, 3:22:00.000 pm",ServiceApiLatency,735
"25/7/2022, 3:22:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:22:00.000 pm",Availability,11
"25/7/2022, 3:22:00.000 pm",Availability,12
"25/7/2022, 3:22:00.000 pm",ServiceApiHit,12
"25/7/2022, 3:22:00.000 pm",ServiceApiLatency,1137
"25/7/2022, 3:22:00.000 pm",ServiceApiResult,12
"25/7/2022, 3:23:00.000 pm",Availability,24
"25/7/2022, 3:23:00.000 pm",ServiceApiResult,24
"25/7/2022, 3:23:00.000 pm",ServiceApiLatency,2751
"25/7/2022, 3:23:00.000 pm",ServiceApiHit,24
"25/7/2022, 3:23:00.000 pm",Availability,22
"25/7/2022, 3:23:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:23:00.000 pm",ServiceApiLatency,1299
"25/7/2022, 3:23:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:25:00.000 pm",Availability,22
"25/7/2022, 3:25:00.000 pm",ServiceApiResult,22
"25/7/2022, 3:25:00.000 pm",ServiceApiLatency,1346
"25/7/2022, 3:25:00.000 pm",ServiceApiHit,22
"25/7/2022, 3:26:00.000 pm",Availability,11
"25/7/2022, 3:26:00.000 pm",ServiceApiResult,11
"25/7/2022, 3:26:00.000 pm",ServiceApiLatency,650
"25/7/2022, 3:26:00.000 pm",ServiceApiHit,11
"25/7/2022, 5:12:00.000 pm",ServiceApiHit,11
"25/7/2022, 5:13:00.000 pm",ServiceApiHit,22
"25/7/2022, 5:14:00.000 pm",ServiceApiHit,11
"25/7/2022, 5:12:00.000 pm",ServiceApiLatency,580
"25/7/2022, 5:13:00.000 pm",ServiceApiLatency,1198
"25/7/2022, 5:14:00.000 pm",ServiceApiLatency,588
"25/7/2022, 5:12:00.000 pm",ServiceApiResult,11
"25/7/2022, 5:13:00.000 pm",ServiceApiResult,22
"25/7/2022, 5:14:00.000 pm",ServiceApiResult,11
"25/7/2022, 5:12:00.000 pm",Availability,11
"25/7/2022, 5:13:00.000 pm",Availability,22
"25/7/2022, 5:14:00.000 pm",Availability,11
"25/7/2022, 5:12:00.000 pm",ServiceApiHit,12
"25/7/2022, 5:13:00.000 pm",ServiceApiHit,24
"25/7/2022, 5:14:00.000 pm",ServiceApiHit,12
"25/7/2022, 5:12:00.000 pm",ServiceApiLatency,1228
"25/7/2022, 5:13:00.000 pm",ServiceApiLatency,2364
"25/7/2022, 5:14:00.000 pm",ServiceApiLatency,1063
"25/7/2022, 5:12:00.000 pm",ServiceApiResult,12
"25/7/2022, 5:13:00.000 pm",ServiceApiResult,24
"25/7/2022, 5:14:00.000 pm",ServiceApiResult,12
"25/7/2022, 5:12:00.000 pm",Availability,12
